Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
13741,25/06/2020 22:24,3593118134380340,fraud_Miller-Harris,misc_net,850.82,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,10/05/1959,26b513dd77a2680fab058dd8b113c108,1372199067,44.386233,-68.757723,1
13806,25/06/2020 23:01,3593118134380340,fraud_Goyette Inc,shopping_net,976.48,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,10/05/1959,49a574fd22e8a19f229830c40eda50b2,1372201279,44.955637,-67.503251,1
13876,25/06/2020 23:37,3593118134380340,fraud_Lemke and Sons,travel,4.64,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,10/05/1959,77177e8f49edc26821f92714d1ec7669,1372203439,44.031055,-68.815604,1
13897,25/06/2020 23:48,180098888332620,"fraud_Bahringer, Osinski and Block",food_dining,95.52,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",30/03/1959,4c0e38b525e9490d3ca71b7e0c6de539,1372204117,43.143611,-78.708062,1
14043,26/06/2020 01:35,213161231269724,"fraud_Osinski, Ledner and Leuschke",grocery_pos,297.2,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,09/02/1963,ec0fd69e21b2d1227bdd96d25061c74c,1372210514,33.248204,-85.745045,1
14064,26/06/2020 01:51,213161231269724,fraud_Kilback LLC,grocery_pos,315.72,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,09/02/1963,79f7c82fe50e90466309135ad1b793d9,1372211515,34.843287,-85.800046,1
14386,26/06/2020 05:56,213161231269724,"fraud_Schaefer, Maggio and Daugherty",gas_transport,8.32,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,09/02/1963,01bbbf7a906610fe6f4fd20c7d4ca99a,1372226213,33.27753,-86.362105,1
14678,26/06/2020 09:31,6544734391390260,fraud_Kunze Inc,grocery_pos,309.04,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,08/02/1982,442a3b75f70a884b86275f9db67f17a5,1372239093,40.821649,-86.546862,1
15411,26/06/2020 16:34,213161231269724,"fraud_Schiller, Blanda and Johnson",home,219.46,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,09/02/1963,d002efc2db8e4a586a955557a3543ac4,1372264446,33.227584,-86.050751,1
16050,26/06/2020 22:08,213161231269724,"fraud_Herman, Treutel and Dickens",misc_net,749.59,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,09/02/1963,decbf2d0117525e5104b9c8bf353dd1c,1372284487,34.483166,-86.335108,1
16078,26/06/2020 22:20,213161231269724,fraud_Heathcote LLC,shopping_net,1129.53,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,09/02/1963,7950c9c41b8854359ef6307ed6d15678,1372285201,34.539133,-86.761941,1
16155,26/06/2020 22:55,213161231269724,fraud_Volkman Ltd,misc_net,844.29,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,09/02/1963,e8cdb55d2b4a6f26f9d999bcd65fead1,1372287304,34.590163,-85.767171,1
16196,26/06/2020 23:18,6544734391390260,fraud_Schumm PLC,shopping_net,949.88,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,08/02/1982,913d395d3dfc5d93fdf25dc9f7870653,1372288726,41.618135,-87.554747,1
16229,26/06/2020 23:37,6544734391390260,fraud_Boyer PLC,shopping_net,935.06,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,08/02/1982,9d24c700341ca7aa0e9b3d48fcf4e2b1,1372289865,41.155063,-86.645029,1
16231,26/06/2020 23:38,6544734391390260,fraud_Kerluke-Abshire,shopping_net,1025.61,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,08/02/1982,92cb4901841afb9c374df14d36dfac38,1372289890,41.802631,-88.389592,1
16326,27/06/2020 00:42,3573386445588320,"fraud_Stroman, Hudson and Erdman",gas_transport,18.25,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,30/10/1969,2e8c9135069fbe6f5aa93a8fa2ac655f,1372293738,44.744951,-98.214561,1
16365,27/06/2020 01:14,6544734391390260,fraud_Koss and Sons,gas_transport,11.82,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,08/02/1982,bbcd797cf07dcba83d609ee6a5b79f6f,1372295665,41.554511,-87.016728,1
16442,27/06/2020 02:06,6544734391390260,"fraud_Tillman, Fritsch and Schmitt",misc_net,764.71,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,08/02/1982,edcfe3e9c8859adcb31bba8bdb90286d,1372298809,41.870903,-87.172741,1
16575,27/06/2020 03:48,6544734391390260,fraud_Hackett-Lueilwitz,grocery_pos,294.78,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,08/02/1982,d5ae7acabb0e7eac640e72d0e5c0528f,1372304915,41.505282,-86.715398,1
17711,27/06/2020 16:14,6544734391390260,fraud_Schumm PLC,shopping_net,917.11,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,08/02/1982,75c0ae4b4a70b9905579fcb4b612569e,1372349643,40.691289,-87.412344,1
18142,27/06/2020 19:47,3573386445588320,fraud_Volkman Ltd,misc_net,667.17,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,30/10/1969,276495f58de3af46843647fdd00843eb,1372362479,46.0403,-97.71046,1
18458,27/06/2020 22:23,6544734391390260,fraud_Mosciski Group,travel,9.99,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,08/02/1982,4bfcd98ca90ac23496def4c6a39120db,1372371788,41.104946,-87.261548,1
18487,27/06/2020 22:39,3573386445588320,fraud_Zboncak LLC,food_dining,135.82,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,30/10/1969,c3ba6123277e80c42c5190ddd6867c37,1372372747,45.419993,-97.823968,1
18509,27/06/2020 22:55,3573386445588320,fraud_Spencer PLC,entertainment,614.72,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,30/10/1969,140105375e97c577a1a0d363e4cedcd4,1372373713,44.920705,-99.264799,1
18534,27/06/2020 23:04,213161231269724,"fraud_Towne, Greenholt and Koepp",shopping_net,996.41,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,09/02/1963,3d267ca2d3dfdd0330952d5e751fc11d,1372374251,34.247756,-84.949305,1
18537,27/06/2020 23:07,213161231269724,fraud_Medhurst PLC,shopping_net,895.25,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,09/02/1963,e97bba7a016e370eb4523ef437e3020a,1372374422,33.710897,-85.099656,1
18572,27/06/2020 23:26,213161231269724,fraud_Bashirian Group,shopping_net,1134.41,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,09/02/1963,815353b246f784616181388d7be9000d,1372375602,33.114693,-85.837443,1
18885,28/06/2020 02:01,3581130339108560,fraud_Heidenreich PLC,grocery_pos,314.28,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,15/03/1964,cc544877174677085ec9ae06d02d2c85,1372384909,40.256607,-81.036006,1
19034,28/06/2020 03:23,3573386445588320,"fraud_Schumm, Bauch and Ondricka",grocery_pos,319.53,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,30/10/1969,75c12eac15ec1bfcfa937d917e5e7cf1,1372389832,45.247843,-98.280882,1
19392,28/06/2020 06:58,3581130339108560,"fraud_Schultz, Simonis and Little",grocery_pos,241.45,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,15/03/1964,b85e1410861909e7bd3bdd1af343a589,1372402686,40.19583,-81.591419,1
21721,28/06/2020 22:12,3581130339108560,"fraud_Labadie, Treutel and Bode",shopping_net,1159.89,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,15/03/1964,8a6c3bd7b38794bb2355ee761f5325b5,1372457528,40.763354,-81.317657,1
21747,28/06/2020 22:21,3573386445588320,fraud_Gerlach Inc,shopping_net,1051.14,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,30/10/1969,64e62a158d8caaa54ad30e767fd8cab3,1372458089,46.45845,-98.578936,1
21937,28/06/2020 23:24,3581130339108560,fraud_Fisher-Schowalter,shopping_net,1142.66,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,15/03/1964,6cc195cdb0c39f3ab5d2b1a5860b86a2,1372461866,41.894724,-81.866035,1
21953,28/06/2020 23:28,3573386445588320,fraud_Miller-Harris,misc_net,777.75,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,30/10/1969,745d3d22bf0b7eb753d2d08899f9666a,1372462104,45.128934,-98.292388,1
22015,28/06/2020 23:48,3581130339108560,"fraud_Heathcote, Yost and Kertzmann",shopping_net,1197.26,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,15/03/1964,041e573c99f5f86a5110a99a2227d976,1372463331,40.199599,-81.108596,1
22087,29/06/2020 00:15,571844099986,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,307.26,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,02/04/1952,3c07233862b52f7f1956a87a881df970,1372464924,37.582402,-85.696596,1
